"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"07.11.2021 00:30 - 07.11.2021 00:45","46287","49257"
"07.11.2021 00:45 - 07.11.2021 01:00","45713","48601"
"07.11.2021 01:00 - 07.11.2021 01:15","45111","48494"
"07.11.2021 01:15 - 07.11.2021 01:30","44731","47383"
"07.11.2021 01:30 - 07.11.2021 01:45","44443","47013"
"07.11.2021 01:45 - 07.11.2021 02:00","44120","47033"
"07.11.2021 02:00 - 07.11.2021 02:15","43485","46899"
"07.11.2021 02:15 - 07.11.2021 02:30","43354","46411"
"07.11.2021 02:30 - 07.11.2021 02:45","43114","46218"
"07.11.2021 02:45 - 07.11.2021 03:00","43212","46261"
"07.11.2021 03:00 - 07.11.2021 03:15","43136","46585"
"07.11.2021 03:15 - 07.11.2021 03:30","42913","46369"
"07.11.2021 03:30 - 07.11.2021 03:45","42852","46292"
"07.11.2021 03:45 - 07.11.2021 04:00","42860","46412"
"07.11.2021 04:00 - 07.11.2021 04:15","42847","46723"
"07.11.2021 04:15 - 07.11.2021 04:30","42888","46748"
"07.11.2021 04:30 - 07.11.2021 04:45","42755","47277"
"07.11.2021 04:45 - 07.11.2021 05:00","42893","47042"
"07.11.2021 05:00 - 07.11.2021 05:15","43406","46883"
"07.11.2021 05:15 - 07.11.2021 05:30","43246","46816"
"07.11.2021 05:30 - 07.11.2021 05:45","43479","46903"
"07.11.2021 05:45 - 07.11.2021 06:00","43593","46833"
"07.11.2021 06:00 - 07.11.2021 06:15","43737","46882"
"07.11.2021 06:15 - 07.11.2021 06:30","44409","47103"
"07.11.2021 06:30 - 07.11.2021 06:45","44645","47738"
"07.11.2021 06:45 - 07.11.2021 07:00","45036","48077"
"07.11.2021 07:00 - 07.11.2021 07:15","45358","49101"
"07.11.2021 07:15 - 07.11.2021 07:30","45641","49281"
"07.11.2021 07:30 - 07.11.2021 07:45","46254","49513"
"07.11.2021 07:45 - 07.11.2021 08:00","47060","50118"
"07.11.2021 08:00 - 07.11.2021 08:15","48161","50786"
"07.11.2021 08:15 - 07.11.2021 08:30","49093","51663"
"07.11.2021 08:30 - 07.11.2021 08:45","49859","52470"
"07.11.2021 08:45 - 07.11.2021 09:00","50840","53389"
"07.11.2021 09:00 - 07.11.2021 09:15","51681","54277"
"07.11.2021 09:15 - 07.11.2021 09:30","52608","55549"
"07.11.2021 09:30 - 07.11.2021 09:45","53456","56053"
"07.11.2021 09:45 - 07.11.2021 10:00","54127","56452"
"07.11.2021 10:00 - 07.11.2021 10:15","54734","57246"
"07.11.2021 10:15 - 07.11.2021 10:30","55032","57823"
"07.11.2021 10:30 - 07.11.2021 10:45","55367","58371"
"07.11.2021 10:45 - 07.11.2021 11:00","55979","59128"
"07.11.2021 11:00 - 07.11.2021 11:15","56501","60022"
"07.11.2021 11:15 - 07.11.2021 11:30","57100","60503"
"07.11.2021 11:30 - 07.11.2021 11:45","57523","60610"
"07.11.2021 11:45 - 07.11.2021 12:00","57413","60763"
"07.11.2021 12:00 - 07.11.2021 12:15","57189","60805"
"07.11.2021 12:15 - 07.11.2021 12:30","56915","60502"
"07.11.2021 12:30 - 07.11.2021 12:45","56586","60149"
"07.11.2021 12:45 - 07.11.2021 13:00","56304","59331"
"07.11.2021 13:00 - 07.11.2021 13:15","55716","58641"
"07.11.2021 13:15 - 07.11.2021 13:30","55251","57845"
"07.11.2021 13:30 - 07.11.2021 13:45","55094","57352"
"07.11.2021 13:45 - 07.11.2021 14:00","54845","56758"
"07.11.2021 14:00 - 07.11.2021 14:15","54603","56831"
"07.11.2021 14:15 - 07.11.2021 14:30","53966","56286"
"07.11.2021 14:30 - 07.11.2021 14:45","53711","55899"
"07.11.2021 14:45 - 07.11.2021 15:00","53425","55675"
"07.11.2021 15:00 - 07.11.2021 15:15","53281","55997"
"07.11.2021 15:15 - 07.11.2021 15:30","52946","55818"
"07.11.2021 15:30 - 07.11.2021 15:45","52512","55664"
"07.11.2021 15:45 - 07.11.2021 16:00","52320","55861"
"07.11.2021 16:00 - 07.11.2021 16:15","52832","56171"
"07.11.2021 16:15 - 07.11.2021 16:30","53423","56481"
"07.11.2021 16:30 - 07.11.2021 16:45","54382","57227"
"07.11.2021 16:45 - 07.11.2021 17:00","55426","57929"
"07.11.2021 17:00 - 07.11.2021 17:15","57184","59476"
"07.11.2021 17:15 - 07.11.2021 17:30","57869","60667"
"07.11.2021 17:30 - 07.11.2021 17:45","58764","61149"
"07.11.2021 17:45 - 07.11.2021 18:00","59216","61233"
"07.11.2021 18:00 - 07.11.2021 18:15","59575","61864"
"07.11.2021 18:15 - 07.11.2021 18:30","59834","61982"
"07.11.2021 18:30 - 07.11.2021 18:45","59757","61562"
"07.11.2021 18:45 - 07.11.2021 19:00","59281","61028"
"07.11.2021 19:00 - 07.11.2021 19:15","58991","61013"
"07.11.2021 19:15 - 07.11.2021 19:30","58016","60616"
"07.11.2021 19:30 - 07.11.2021 19:45","57554","60047"
"07.11.2021 19:45 - 07.11.2021 20:00","57238","59201"
"07.11.2021 20:00 - 07.11.2021 20:15","56716","58678"
"07.11.2021 20:15 - 07.11.2021 20:30","56295","57934"
"07.11.2021 20:30 - 07.11.2021 20:45","55692","57269"
"07.11.2021 20:45 - 07.11.2021 21:00","55119","56332"
"07.11.2021 21:00 - 07.11.2021 21:15","54839","55831"
"07.11.2021 21:15 - 07.11.2021 21:30","54254","55485"
"07.11.2021 21:30 - 07.11.2021 21:45","54299","54932"
"07.11.2021 21:45 - 07.11.2021 22:00","54342","55023"
"07.11.2021 22:00 - 07.11.2021 22:15","54284","55337"
"07.11.2021 22:15 - 07.11.2021 22:30","54110","54644"
"07.11.2021 22:30 - 07.11.2021 22:45","53318","53824"
"07.11.2021 22:45 - 07.11.2021 23:00","52709","53178"
"07.11.2021 23:00 - 07.11.2021 23:15","51622","52482"
"07.11.2021 23:15 - 07.11.2021 23:30","50834","51573"
"07.11.2021 23:30 - 07.11.2021 23:45","50442","51233"
"07.11.2021 23:45 - 08.11.2021 00:00","50022","50413"
"08.11.2021 00:00 - 08.11.2021 00:15","48263","49218"
"08.11.2021 00:15 - 08.11.2021 00:30","48022","48657"
"08.11.2021 00:30 - 08.11.2021 00:45","47677","48243"
"08.11.2021 00:45 - 08.11.2021 01:00","47202","47738"
"08.11.2021 01:00 - 08.11.2021 01:15","46516","47762"
"08.11.2021 01:15 - 08.11.2021 01:30","46273","47341"
"08.11.2021 01:30 - 08.11.2021 01:45","46073","47008"
"08.11.2021 01:45 - 08.11.2021 02:00","45841","46953"
"08.11.2021 02:00 - 08.11.2021 02:15","45613","46771"
"08.11.2021 02:15 - 08.11.2021 02:30","45683","46683"
"08.11.2021 02:30 - 08.11.2021 02:45","45507","46577"
"08.11.2021 02:45 - 08.11.2021 03:00","45518","46903"
"08.11.2021 03:00 - 08.11.2021 03:15","45508","47076"
"08.11.2021 03:15 - 08.11.2021 03:30","45653","46645"
"08.11.2021 03:30 - 08.11.2021 03:45","45800","46817"
"08.11.2021 03:45 - 08.11.2021 04:00","45919","47116"
"08.11.2021 04:00 - 08.11.2021 04:15","46800","47789"
"08.11.2021 04:15 - 08.11.2021 04:30","47188","48025"
"08.11.2021 04:30 - 08.11.2021 04:45","47777","49046"
"08.11.2021 04:45 - 08.11.2021 05:00","48484","49757"
"08.11.2021 05:00 - 08.11.2021 05:15","50062","50750"
"08.11.2021 05:15 - 08.11.2021 05:30","50985","51570"
"08.11.2021 05:30 - 08.11.2021 05:45","52348","53211"
"08.11.2021 05:45 - 08.11.2021 06:00","53955","55304"
"08.11.2021 06:00 - 08.11.2021 06:15","57154","59031"
"08.11.2021 06:15 - 08.11.2021 06:30","58819","61498"
"08.11.2021 06:30 - 08.11.2021 06:45","60588","63649"
"08.11.2021 06:45 - 08.11.2021 07:00","62466","65310"
"08.11.2021 07:00 - 08.11.2021 07:15","65133","67204"
"08.11.2021 07:15 - 08.11.2021 07:30","66000","67727"
"08.11.2021 07:30 - 08.11.2021 07:45","66772","68266"
"08.11.2021 07:45 - 08.11.2021 08:00","67094","68987"
"08.11.2021 08:00 - 08.11.2021 08:15","67877","69829"
"08.11.2021 08:15 - 08.11.2021 08:30","68522","70241"
"08.11.2021 08:30 - 08.11.2021 08:45","68715","70355"
"08.11.2021 08:45 - 08.11.2021 09:00","69057","70779"
"08.11.2021 09:00 - 08.11.2021 09:15","68518","71489"
"08.11.2021 09:15 - 08.11.2021 09:30","68919","71715"
"08.11.2021 09:30 - 08.11.2021 09:45","69347","71550"
"08.11.2021 09:45 - 08.11.2021 10:00","69570","71946"
"08.11.2021 10:00 - 08.11.2021 10:15","69835","71901"
"08.11.2021 10:15 - 08.11.2021 10:30","69884","71751"
"08.11.2021 10:30 - 08.11.2021 10:45","70047","71990"
"08.11.2021 10:45 - 08.11.2021 11:00","70337","71936"
"08.11.2021 11:00 - 08.11.2021 11:15","70798","72234"
"08.11.2021 11:15 - 08.11.2021 11:30","70782","72007"
"08.11.2021 11:30 - 08.11.2021 11:45","70824","71999"
"08.11.2021 11:45 - 08.11.2021 12:00","70890","72089"
"08.11.2021 12:00 - 08.11.2021 12:15","70840","71445"
"08.11.2021 12:15 - 08.11.2021 12:30","70938","71184"
"08.11.2021 12:30 - 08.11.2021 12:45","70791","71222"
"08.11.2021 12:45 - 08.11.2021 13:00","70488","71458"
"08.11.2021 13:00 - 08.11.2021 13:15","69872","71726"
"08.11.2021 13:15 - 08.11.2021 13:30","69791","71652"
"08.11.2021 13:30 - 08.11.2021 13:45","69430","71144"
"08.11.2021 13:45 - 08.11.2021 14:00","68815","70439"
"08.11.2021 14:00 - 08.11.2021 14:15","68382","70039"
"08.11.2021 14:15 - 08.11.2021 14:30","68132","69929"
"08.11.2021 14:30 - 08.11.2021 14:45","67861","69575"
"08.11.2021 14:45 - 08.11.2021 15:00","67370","69452"
"08.11.2021 15:00 - 08.11.2021 15:15","67263","69643"
"08.11.2021 15:15 - 08.11.2021 15:30","67110","69074"
"08.11.2021 15:30 - 08.11.2021 15:45","66787","68682"
"08.11.2021 15:45 - 08.11.2021 16:00","66435","68455"
"08.11.2021 16:00 - 08.11.2021 16:15","66574","68546"
"08.11.2021 16:15 - 08.11.2021 16:30","66560","68613"
"08.11.2021 16:30 - 08.11.2021 16:45","66536","69024"
"08.11.2021 16:45 - 08.11.2021 17:00","66456","69730"
"08.11.2021 17:00 - 08.11.2021 17:15","67196","70999"
"08.11.2021 17:15 - 08.11.2021 17:30","67123","71685"
"08.11.2021 17:30 - 08.11.2021 17:45","67620","72148"
"08.11.2021 17:45 - 08.11.2021 18:00","67879","72393"
"08.11.2021 18:00 - 08.11.2021 18:15","68050","71932"
"08.11.2021 18:15 - 08.11.2021 18:30","68306","71640"
"08.11.2021 18:30 - 08.11.2021 18:45","68835","71537"
"08.11.2021 18:45 - 08.11.2021 19:00","68995","71009"
"08.11.2021 19:00 - 08.11.2021 19:15","68429","70180"
"08.11.2021 19:15 - 08.11.2021 19:30","67864","69571"
"08.11.2021 19:30 - 08.11.2021 19:45","67500","68986"
"08.11.2021 19:45 - 08.11.2021 20:00","67199","68542"
"08.11.2021 20:00 - 08.11.2021 20:15","66067","67650"
"08.11.2021 20:15 - 08.11.2021 20:30","64917","66603"
"08.11.2021 20:30 - 08.11.2021 20:45","63986","65511"
"08.11.2021 20:45 - 08.11.2021 21:00","63367","64405"
"08.11.2021 21:00 - 08.11.2021 21:15","62464","63864"
"08.11.2021 21:15 - 08.11.2021 21:30","61807","62808"
"08.11.2021 21:30 - 08.11.2021 21:45","60968","61804"
"08.11.2021 21:45 - 08.11.2021 22:00","60223","60795"
"08.11.2021 22:00 - 08.11.2021 22:15","59680","60295"
"08.11.2021 22:15 - 08.11.2021 22:30","58859","59515"
"08.11.2021 22:30 - 08.11.2021 22:45","57938","58120"
"08.11.2021 22:45 - 08.11.2021 23:00","56925","57177"
"08.11.2021 23:00 - 08.11.2021 23:15","55514","56265"
"08.11.2021 23:15 - 08.11.2021 23:30","54897","55240"
"08.11.2021 23:30 - 08.11.2021 23:45","54182","54240"
"08.11.2021 23:45 - 09.11.2021 00:00","53490","53430"
"09.11.2021 00:00 - 09.11.2021 00:15","51988","52919"
"09.11.2021 00:15 - 09.11.2021 00:30","51538","52312"
"09.11.2021 00:30 - 09.11.2021 00:45","51230","51896"
"09.11.2021 00:45 - 09.11.2021 01:00","50763","51243"
"09.11.2021 01:00 - 09.11.2021 01:15","50462","50815"
"09.11.2021 01:15 - 09.11.2021 01:30","50316","50771"
"09.11.2021 01:30 - 09.11.2021 01:45","49992","50741"
"09.11.2021 01:45 - 09.11.2021 02:00","49797","50732"
"09.11.2021 02:00 - 09.11.2021 02:15","49789","50393"
"09.11.2021 02:15 - 09.11.2021 02:30","49839","50535"
"09.11.2021 02:30 - 09.11.2021 02:45","49685","50369"
"09.11.2021 02:45 - 09.11.2021 03:00","49839","50249"
"09.11.2021 03:00 - 09.11.2021 03:15","49507","49966"
"09.11.2021 03:15 - 09.11.2021 03:30","49518","50313"
"09.11.2021 03:30 - 09.11.2021 03:45","49476","50670"
"09.11.2021 03:45 - 09.11.2021 04:00","49709","51089"
"09.11.2021 04:00 - 09.11.2021 04:15","50277","51801"
"09.11.2021 04:15 - 09.11.2021 04:30","50550","52258"
"09.11.2021 04:30 - 09.11.2021 04:45","50891","52709"
"09.11.2021 04:45 - 09.11.2021 05:00","51593","53377"
"09.11.2021 05:00 - 09.11.2021 05:15","52608","55034"
"09.11.2021 05:15 - 09.11.2021 05:30","53458","55772"
"09.11.2021 05:30 - 09.11.2021 05:45","54480","56444"
"09.11.2021 05:45 - 09.11.2021 06:00","55972","57906"
"09.11.2021 06:00 - 09.11.2021 06:15","58305","60856"
"09.11.2021 06:15 - 09.11.2021 06:30","60113","62863"
"09.11.2021 06:30 - 09.11.2021 06:45","61791","64836"
"09.11.2021 06:45 - 09.11.2021 07:00","63221","66379"
"09.11.2021 07:00 - 09.11.2021 07:15","65175","68182"
"09.11.2021 07:15 - 09.11.2021 07:30","66171","68775"
"09.11.2021 07:30 - 09.11.2021 07:45","67033","69604"
"09.11.2021 07:45 - 09.11.2021 08:00","67328","70149"
"09.11.2021 08:00 - 09.11.2021 08:15","68156","71089"
"09.11.2021 08:15 - 09.11.2021 08:30","68885","71639"
"09.11.2021 08:30 - 09.11.2021 08:45","69113","71726"
"09.11.2021 08:45 - 09.11.2021 09:00","69438","71731"
"09.11.2021 09:00 - 09.11.2021 09:15","68941","71596"
"09.11.2021 09:15 - 09.11.2021 09:30","69059","71870"
"09.11.2021 09:30 - 09.11.2021 09:45","69542","72074"
"09.11.2021 09:45 - 09.11.2021 10:00","69706","72549"
"09.11.2021 10:00 - 09.11.2021 10:15","69854","72885"
"09.11.2021 10:15 - 09.11.2021 10:30","70163","72776"
"09.11.2021 10:30 - 09.11.2021 10:45","70160","72398"
"09.11.2021 10:45 - 09.11.2021 11:00","70535","72578"
"09.11.2021 11:00 - 09.11.2021 11:15","70785","72875"
"09.11.2021 11:15 - 09.11.2021 11:30","70750","73159"
"09.11.2021 11:30 - 09.11.2021 11:45","70733","73257"
"09.11.2021 11:45 - 09.11.2021 12:00","70803","73083"
"09.11.2021 12:00 - 09.11.2021 12:15","70633","73026"
"09.11.2021 12:15 - 09.11.2021 12:30","70557","72428"
"09.11.2021 12:30 - 09.11.2021 12:45","70581","72006"
"09.11.2021 12:45 - 09.11.2021 13:00","70346","71809"
"09.11.2021 13:00 - 09.11.2021 13:15","69837","71714"
"09.11.2021 13:15 - 09.11.2021 13:30","69628","71266"
"09.11.2021 13:30 - 09.11.2021 13:45","69288","70867"
"09.11.2021 13:45 - 09.11.2021 14:00","68813","70315"
"09.11.2021 14:00 - 09.11.2021 14:15","68654","69583"
"09.11.2021 14:15 - 09.11.2021 14:30","68490","69622"
"09.11.2021 14:30 - 09.11.2021 14:45","68191","69592"
"09.11.2021 14:45 - 09.11.2021 15:00","67805","69238"
"09.11.2021 15:00 - 09.11.2021 15:15","67665","69426"
"09.11.2021 15:15 - 09.11.2021 15:30","67399","69373"
"09.11.2021 15:30 - 09.11.2021 15:45","67030","69370"
"09.11.2021 15:45 - 09.11.2021 16:00","66723","69263"
"09.11.2021 16:00 - 09.11.2021 16:15","66883","69322"
"09.11.2021 16:15 - 09.11.2021 16:30","67016","69725"
"09.11.2021 16:30 - 09.11.2021 16:45","67036","70007"
"09.11.2021 16:45 - 09.11.2021 17:00","66964","71113"
"09.11.2021 17:00 - 09.11.2021 17:15","67657","72824"
"09.11.2021 17:15 - 09.11.2021 17:30","67729","73946"
"09.11.2021 17:30 - 09.11.2021 17:45","68195","74566"
"09.11.2021 17:45 - 09.11.2021 18:00","68301","75107"
"09.11.2021 18:00 - 09.11.2021 18:15","68431","74824"
"09.11.2021 18:15 - 09.11.2021 18:30","68531","74632"
"09.11.2021 18:30 - 09.11.2021 18:45","68848","74728"
"09.11.2021 18:45 - 09.11.2021 19:00","69017","74591"
"09.11.2021 19:00 - 09.11.2021 19:15","68433","74379"
"09.11.2021 19:15 - 09.11.2021 19:30","67769","73732"
"09.11.2021 19:30 - 09.11.2021 19:45","67300","72951"
"09.11.2021 19:45 - 09.11.2021 20:00","66985","72439"
"09.11.2021 20:00 - 09.11.2021 20:15","65671","71431"
"09.11.2021 20:15 - 09.11.2021 20:30","64715","70105"
"09.11.2021 20:30 - 09.11.2021 20:45","63804","68961"
"09.11.2021 20:45 - 09.11.2021 21:00","63112","67906"
"09.11.2021 21:00 - 09.11.2021 21:15","62318","66988"
"09.11.2021 21:15 - 09.11.2021 21:30","61689","66124"
"09.11.2021 21:30 - 09.11.2021 21:45","60815","64996"
"09.11.2021 21:45 - 09.11.2021 22:00","60011","64004"
"09.11.2021 22:00 - 09.11.2021 22:15","59395","63380"
"09.11.2021 22:15 - 09.11.2021 22:30","58655","62588"
"09.11.2021 22:30 - 09.11.2021 22:45","57743","61721"
"09.11.2021 22:45 - 09.11.2021 23:00","56702","60651"
"09.11.2021 23:00 - 09.11.2021 23:15","55524","59913"
"09.11.2021 23:15 - 09.11.2021 23:30","54772","58671"
"09.11.2021 23:30 - 09.11.2021 23:45","53973","57858"
"09.11.2021 23:45 - 10.11.2021 00:00","53221","56930"
"10.11.2021 00:00 - 10.11.2021 00:15","50654","56084"
"10.11.2021 00:15 - 10.11.2021 00:30","50217","55426"
"10.11.2021 00:30 - 10.11.2021 00:45","49885","55119"
"10.11.2021 00:45 - 10.11.2021 01:00","49658","54531"
"10.11.2021 01:00 - 10.11.2021 01:15","49057","53943"
"10.11.2021 01:15 - 10.11.2021 01:30","48825","53716"
"10.11.2021 01:30 - 10.11.2021 01:45","48541","53513"
"10.11.2021 01:45 - 10.11.2021 02:00","48562","53288"
"10.11.2021 02:00 - 10.11.2021 02:15","48218","53146"
"10.11.2021 02:15 - 10.11.2021 02:30","48229","52953"
"10.11.2021 02:30 - 10.11.2021 02:45","48372","53018"
"10.11.2021 02:45 - 10.11.2021 03:00","48434","52960"
"10.11.2021 03:00 - 10.11.2021 03:15","48517","53041"
"10.11.2021 03:15 - 10.11.2021 03:30","48788","52908"
"10.11.2021 03:30 - 10.11.2021 03:45","48951","53097"
"10.11.2021 03:45 - 10.11.2021 04:00","49070","52997"
"10.11.2021 04:00 - 10.11.2021 04:15","49905","53658"
"10.11.2021 04:15 - 10.11.2021 04:30","50345","53830"
"10.11.2021 04:30 - 10.11.2021 04:45","50902","54340"
"10.11.2021 04:45 - 10.11.2021 05:00","51388","54900"
"10.11.2021 05:00 - 10.11.2021 05:15","52714","56676"
"10.11.2021 05:15 - 10.11.2021 05:30","53454","57164"
"10.11.2021 05:30 - 10.11.2021 05:45","54293","58256"
"10.11.2021 05:45 - 10.11.2021 06:00","55827","59925"
"10.11.2021 06:00 - 10.11.2021 06:15","58653","62544"
"10.11.2021 06:15 - 10.11.2021 06:30","60528","64603"
"10.11.2021 06:30 - 10.11.2021 06:45","62276","66269"
"10.11.2021 06:45 - 10.11.2021 07:00","63465","67812"
"10.11.2021 07:00 - 10.11.2021 07:15","65558","69610"
"10.11.2021 07:15 - 10.11.2021 07:30","66416","70184"
"10.11.2021 07:30 - 10.11.2021 07:45","66743","70613"
"10.11.2021 07:45 - 10.11.2021 08:00","66904","71379"
"10.11.2021 08:00 - 10.11.2021 08:15","67758","72146"
"10.11.2021 08:15 - 10.11.2021 08:30","68236","73011"
"10.11.2021 08:30 - 10.11.2021 08:45","68485","73134"
"10.11.2021 08:45 - 10.11.2021 09:00","68643","73196"
"10.11.2021 09:00 - 10.11.2021 09:15","68567","72488"
"10.11.2021 09:15 - 10.11.2021 09:30","68903","72729"
"10.11.2021 09:30 - 10.11.2021 09:45","69221","72590"
"10.11.2021 09:45 - 10.11.2021 10:00","69611","72551"
"10.11.2021 10:00 - 10.11.2021 10:15","69560","73248"
"10.11.2021 10:15 - 10.11.2021 10:30","69865","73213"
"10.11.2021 10:30 - 10.11.2021 10:45","70117","73187"
"10.11.2021 10:45 - 10.11.2021 11:00","70212","73571"
"10.11.2021 11:00 - 10.11.2021 11:15","70388","74277"
"10.11.2021 11:15 - 10.11.2021 11:30","70728","74153"
"10.11.2021 11:30 - 10.11.2021 11:45","70829","74285"
"10.11.2021 11:45 - 10.11.2021 12:00","70931","74210"
"10.11.2021 12:00 - 10.11.2021 12:15","71035","73622"
"10.11.2021 12:15 - 10.11.2021 12:30","70762","73189"
"10.11.2021 12:30 - 10.11.2021 12:45","70863","72924"
"10.11.2021 12:45 - 10.11.2021 13:00","70634","72848"
"10.11.2021 13:00 - 10.11.2021 13:15","70273","72601"
"10.11.2021 13:15 - 10.11.2021 13:30","69865","72095"
"10.11.2021 13:30 - 10.11.2021 13:45","69389","71777"
"10.11.2021 13:45 - 10.11.2021 14:00","68863","71119"
"10.11.2021 14:00 - 10.11.2021 14:15","68722","71060"
"10.11.2021 14:15 - 10.11.2021 14:30","68555","70626"
"10.11.2021 14:30 - 10.11.2021 14:45","68247","70693"
"10.11.2021 14:45 - 10.11.2021 15:00","67494","70606"
"10.11.2021 15:00 - 10.11.2021 15:15","67530","70641"
"10.11.2021 15:15 - 10.11.2021 15:30","67039","70212"
"10.11.2021 15:30 - 10.11.2021 15:45","66687","70002"
"10.11.2021 15:45 - 10.11.2021 16:00","66044","69772"
"10.11.2021 16:00 - 10.11.2021 16:15","66242","70200"
"10.11.2021 16:15 - 10.11.2021 16:30","66312","70293"
"10.11.2021 16:30 - 10.11.2021 16:45","66351","70800"
"10.11.2021 16:45 - 10.11.2021 17:00","66756","71473"
"10.11.2021 17:00 - 10.11.2021 17:15","67811","72621"
"10.11.2021 17:15 - 10.11.2021 17:30","68041","73474"
"10.11.2021 17:30 - 10.11.2021 17:45","68442","73877"
"10.11.2021 17:45 - 10.11.2021 18:00","68560","74084"
"10.11.2021 18:00 - 10.11.2021 18:15","68402","73616"
"10.11.2021 18:15 - 10.11.2021 18:30","68042","73302"
"10.11.2021 18:30 - 10.11.2021 18:45","67915","73083"
"10.11.2021 18:45 - 10.11.2021 19:00","67823","72638"
"10.11.2021 19:00 - 10.11.2021 19:15","67155","71902"
"10.11.2021 19:15 - 10.11.2021 19:30","66858","71573"
"10.11.2021 19:30 - 10.11.2021 19:45","66282","70921"
"10.11.2021 19:45 - 10.11.2021 20:00","65929","70331"
"10.11.2021 20:00 - 10.11.2021 20:15","64650","69167"
"10.11.2021 20:15 - 10.11.2021 20:30","63773","67784"
"10.11.2021 20:30 - 10.11.2021 20:45","62842","66744"
"10.11.2021 20:45 - 10.11.2021 21:00","62017","65975"
"10.11.2021 21:00 - 10.11.2021 21:15","61005","64812"
"10.11.2021 21:15 - 10.11.2021 21:30","60191","64002"
"10.11.2021 21:30 - 10.11.2021 21:45","59571","63124"
"10.11.2021 21:45 - 10.11.2021 22:00","58729","62410"
"10.11.2021 22:00 - 10.11.2021 22:15","58124","61737"
"10.11.2021 22:15 - 10.11.2021 22:30","57561","60895"
"10.11.2021 22:30 - 10.11.2021 22:45","56536","60025"
"10.11.2021 22:45 - 10.11.2021 23:00","55644","58866"
"10.11.2021 23:00 - 10.11.2021 23:15","54521","57563"
"10.11.2021 23:15 - 10.11.2021 23:30","53664","56477"
"10.11.2021 23:30 - 10.11.2021 23:45","52748","55799"
"10.11.2021 23:45 - 11.11.2021 00:00","52030","54859"
"11.11.2021 00:00 - 11.11.2021 00:15","53497","52492"
"11.11.2021 00:15 - 11.11.2021 00:30","52911","51838"
"11.11.2021 00:30 - 11.11.2021 00:45","52653","51512"
"11.11.2021 00:45 - 11.11.2021 01:00","51931","50677"
"11.11.2021 01:00 - 11.11.2021 01:15","51105","50259"
"11.11.2021 01:15 - 11.11.2021 01:30","51256","49933"
"11.11.2021 01:30 - 11.11.2021 01:45","51029","49905"
"11.11.2021 01:45 - 11.11.2021 02:00","50807","49565"
"11.11.2021 02:00 - 11.11.2021 02:15","50452","49060"
"11.11.2021 02:15 - 11.11.2021 02:30","50386","48965"
"11.11.2021 02:30 - 11.11.2021 02:45","50522","48998"
"11.11.2021 02:45 - 11.11.2021 03:00","50737","49110"
"11.11.2021 03:00 - 11.11.2021 03:15","50639","49590"
"11.11.2021 03:15 - 11.11.2021 03:30","50701","49775"
"11.11.2021 03:30 - 11.11.2021 03:45","50789","49874"
"11.11.2021 03:45 - 11.11.2021 04:00","51039","50131"
"11.11.2021 04:00 - 11.11.2021 04:15","51585","50157"
"11.11.2021 04:15 - 11.11.2021 04:30","51802","50702"
"11.11.2021 04:30 - 11.11.2021 04:45","52305","51502"
"11.11.2021 04:45 - 11.11.2021 05:00","52615","52114"
"11.11.2021 05:00 - 11.11.2021 05:15","53746","53038"
"11.11.2021 05:15 - 11.11.2021 05:30","54391","53593"
"11.11.2021 05:30 - 11.11.2021 05:45","55245","54541"
"11.11.2021 05:45 - 11.11.2021 06:00","56709","56272"
"11.11.2021 06:00 - 11.11.2021 06:15","59405","59291"
"11.11.2021 06:15 - 11.11.2021 06:30","61144","61361"
"11.11.2021 06:30 - 11.11.2021 06:45","62777","63095"
"11.11.2021 06:45 - 11.11.2021 07:00","63792","64690"
"11.11.2021 07:00 - 11.11.2021 07:15","65589","66684"
"11.11.2021 07:15 - 11.11.2021 07:30","66241","67233"
"11.11.2021 07:30 - 11.11.2021 07:45","67084","67971"
"11.11.2021 07:45 - 11.11.2021 08:00","67725","68720"
"11.11.2021 08:00 - 11.11.2021 08:15","68554","69696"
"11.11.2021 08:15 - 11.11.2021 08:30","69092","69984"
"11.11.2021 08:30 - 11.11.2021 08:45","69226","70248"
"11.11.2021 08:45 - 11.11.2021 09:00","69545","70341"
"11.11.2021 09:00 - 11.11.2021 09:15","69305","69786"
"11.11.2021 09:15 - 11.11.2021 09:30","69705","70080"
"11.11.2021 09:30 - 11.11.2021 09:45","69978","70122"
"11.11.2021 09:45 - 11.11.2021 10:00","70319","70236"
"11.11.2021 10:00 - 11.11.2021 10:15","70438","70418"
"11.11.2021 10:15 - 11.11.2021 10:30","70875","70701"
"11.11.2021 10:30 - 11.11.2021 10:45","71145","70894"
"11.11.2021 10:45 - 11.11.2021 11:00","71670","71044"
"11.11.2021 11:00 - 11.11.2021 11:15","71883","71191"
"11.11.2021 11:15 - 11.11.2021 11:30","72176","71626"
"11.11.2021 11:30 - 11.11.2021 11:45","72096","71657"
"11.11.2021 11:45 - 11.11.2021 12:00","72245","71446"
"11.11.2021 12:00 - 11.11.2021 12:15","72281","71123"
"11.11.2021 12:15 - 11.11.2021 12:30","72172","71031"
"11.11.2021 12:30 - 11.11.2021 12:45","72247","70763"
"11.11.2021 12:45 - 11.11.2021 13:00","71664","70719"
"11.11.2021 13:00 - 11.11.2021 13:15","71537","70667"
