"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|DE-LU","Actual Total Load [MW] - BZN|DE-LU"
"16.07.2022 05:45 - 16.07.2022 06:00","40838","41594"
"16.07.2022 06:00 - 16.07.2022 06:15","40687","42336"
"16.07.2022 06:15 - 16.07.2022 06:30","41499","42689"
"16.07.2022 06:30 - 16.07.2022 06:45","42104","43225"
"16.07.2022 06:45 - 16.07.2022 07:00","42701","43682"
"16.07.2022 07:00 - 16.07.2022 07:15","43451","44336"
"16.07.2022 07:15 - 16.07.2022 07:30","44282","45321"
"16.07.2022 07:30 - 16.07.2022 07:45","45275","46686"
"16.07.2022 07:45 - 16.07.2022 08:00","46236","48401"
"16.07.2022 08:00 - 16.07.2022 08:15","47566","49167"
"16.07.2022 08:15 - 16.07.2022 08:30","48723","49939"
"16.07.2022 08:30 - 16.07.2022 08:45","49781","50702"
"16.07.2022 08:45 - 16.07.2022 09:00","50873","51646"
"16.07.2022 09:00 - 16.07.2022 09:15","51855","52458"
"16.07.2022 09:15 - 16.07.2022 09:30","52703","52637"
"16.07.2022 09:30 - 16.07.2022 09:45","53447","53050"
"16.07.2022 09:45 - 16.07.2022 10:00","54227","53761"
"16.07.2022 10:00 - 16.07.2022 10:15","54780","54518"
"16.07.2022 10:15 - 16.07.2022 10:30","55020","54592"
"16.07.2022 10:30 - 16.07.2022 10:45","55254","54851"
"16.07.2022 10:45 - 16.07.2022 11:00","55776","55223"
"16.07.2022 11:00 - 16.07.2022 11:15","56044","55513"
"16.07.2022 11:15 - 16.07.2022 11:30","56188","55844"
"16.07.2022 11:30 - 16.07.2022 11:45","56385","55574"
"16.07.2022 11:45 - 16.07.2022 12:00","56208","55707"
"16.07.2022 12:00 - 16.07.2022 12:15","55988","55488"
"16.07.2022 12:15 - 16.07.2022 12:30","55876","55027"
"16.07.2022 12:30 - 16.07.2022 12:45","55463","54690"
"16.07.2022 12:45 - 16.07.2022 13:00","55176","54404"
"16.07.2022 13:00 - 16.07.2022 13:15","54483","53899"
"16.07.2022 13:15 - 16.07.2022 13:30","53855","53241"
"16.07.2022 13:30 - 16.07.2022 13:45","53537","52771"
"16.07.2022 13:45 - 16.07.2022 14:00","53298","52173"
"16.07.2022 14:00 - 16.07.2022 14:15","52949","51528"
"16.07.2022 14:15 - 16.07.2022 14:30","52641","51258"
"16.07.2022 14:30 - 16.07.2022 14:45","52179","51083"
"16.07.2022 14:45 - 16.07.2022 15:00","51758","51109"
"16.07.2022 15:00 - 16.07.2022 15:15","51529","50523"
"16.07.2022 15:15 - 16.07.2022 15:30","51601","50532"
"16.07.2022 15:30 - 16.07.2022 15:45","51380","50385"
"16.07.2022 15:45 - 16.07.2022 16:00","51260","50201"
"16.07.2022 16:00 - 16.07.2022 16:15","51376","50120"
"16.07.2022 16:15 - 16.07.2022 16:30","51454","50175"
"16.07.2022 16:30 - 16.07.2022 16:45","51613","50349"
"16.07.2022 16:45 - 16.07.2022 17:00","51669","50321"
"16.07.2022 17:00 - 16.07.2022 17:15","52090","50270"
"16.07.2022 17:15 - 16.07.2022 17:30","52047","50571"
"16.07.2022 17:30 - 16.07.2022 17:45","52298","50745"
"16.07.2022 17:45 - 16.07.2022 18:00","52492","50811"
"16.07.2022 18:00 - 16.07.2022 18:15","52402","51336"
"16.07.2022 18:15 - 16.07.2022 18:30","52009","50962"
"16.07.2022 18:30 - 16.07.2022 18:45","51830","50485"
"16.07.2022 18:45 - 16.07.2022 19:00","51568","50148"
"16.07.2022 19:00 - 16.07.2022 19:15","51579","49924"
"16.07.2022 19:15 - 16.07.2022 19:30","50849","49467"
"16.07.2022 19:30 - 16.07.2022 19:45","50152","49114"
"16.07.2022 19:45 - 16.07.2022 20:00","49783","48772"
"16.07.2022 20:00 - 16.07.2022 20:15","49166","48377"
"16.07.2022 20:15 - 16.07.2022 20:30","48387","47401"
"16.07.2022 20:30 - 16.07.2022 20:45","47948","46655"
"16.07.2022 20:45 - 16.07.2022 21:00","47412","46210"
"16.07.2022 21:00 - 16.07.2022 21:15","47134","45374"
"16.07.2022 21:15 - 16.07.2022 21:30","47080","45026"
"16.07.2022 21:30 - 16.07.2022 21:45","47052","44917"
"16.07.2022 21:45 - 16.07.2022 22:00","46881","45235"
"16.07.2022 22:00 - 16.07.2022 22:15","46590","45521"
"16.07.2022 22:15 - 16.07.2022 22:30","46165","45116"
"16.07.2022 22:30 - 16.07.2022 22:45","45337","44432"
"16.07.2022 22:45 - 16.07.2022 23:00","44672","44060"
"16.07.2022 23:00 - 16.07.2022 23:15","43999","43497"
"16.07.2022 23:15 - 16.07.2022 23:30","43441","42762"
"16.07.2022 23:30 - 16.07.2022 23:45","42904","42044"
"16.07.2022 23:45 - 17.07.2022 00:00","42452","41384"
"17.07.2022 00:00 - 17.07.2022 00:15","41110","40878"
"17.07.2022 00:15 - 17.07.2022 00:30","40539","40358"
"17.07.2022 00:30 - 17.07.2022 00:45","40096","39818"
"17.07.2022 00:45 - 17.07.2022 01:00","39690","38964"
"17.07.2022 01:00 - 17.07.2022 01:15","39299","38818"
"17.07.2022 01:15 - 17.07.2022 01:30","38919","38436"
"17.07.2022 01:30 - 17.07.2022 01:45","38524","37936"
"17.07.2022 01:45 - 17.07.2022 02:00","38189","37599"
"17.07.2022 02:00 - 17.07.2022 02:15","37653","37215"
"17.07.2022 02:15 - 17.07.2022 02:30","37520","36883"
"17.07.2022 02:30 - 17.07.2022 02:45","37163","36756"
"17.07.2022 02:45 - 17.07.2022 03:00","37357","36485"
"17.07.2022 03:00 - 17.07.2022 03:15","37005","36323"
"17.07.2022 03:15 - 17.07.2022 03:30","36833","36022"
"17.07.2022 03:30 - 17.07.2022 03:45","36699","35951"
"17.07.2022 03:45 - 17.07.2022 04:00","36604","35911"
"17.07.2022 04:00 - 17.07.2022 04:15","36857","36108"
"17.07.2022 04:15 - 17.07.2022 04:30","36877","35994"
"17.07.2022 04:30 - 17.07.2022 04:45","36903","36137"
"17.07.2022 04:45 - 17.07.2022 05:00","36618","36057"
"17.07.2022 05:00 - 17.07.2022 05:15","36582","36391"
"17.07.2022 05:15 - 17.07.2022 05:30","36604","36250"
"17.07.2022 05:30 - 17.07.2022 05:45","35886","36285"
"17.07.2022 05:45 - 17.07.2022 06:00","35772","36197"
"17.07.2022 06:00 - 17.07.2022 06:15","34737","36975"
"17.07.2022 06:15 - 17.07.2022 06:30","35017","36851"
"17.07.2022 06:30 - 17.07.2022 06:45","35611","37465"
"17.07.2022 06:45 - 17.07.2022 07:00","36127","37318"
"17.07.2022 07:00 - 17.07.2022 07:15","36707","37704"
"17.07.2022 07:15 - 17.07.2022 07:30","37425","38121"
"17.07.2022 07:30 - 17.07.2022 07:45","38238","38876"
"17.07.2022 07:45 - 17.07.2022 08:00","39050","39757"
"17.07.2022 08:00 - 17.07.2022 08:15","40174","40760"
"17.07.2022 08:15 - 17.07.2022 08:30","41269","41947"
"17.07.2022 08:30 - 17.07.2022 08:45","42273","42669"
"17.07.2022 08:45 - 17.07.2022 09:00","43177","43574"
"17.07.2022 09:00 - 17.07.2022 09:15","44337","44447"
"17.07.2022 09:15 - 17.07.2022 09:30","45163","44979"
"17.07.2022 09:30 - 17.07.2022 09:45","45783","45396"
"17.07.2022 09:45 - 17.07.2022 10:00","46697","45938"
"17.07.2022 10:00 - 17.07.2022 10:15","47387","46520"
"17.07.2022 10:15 - 17.07.2022 10:30","47975","46963"
"17.07.2022 10:30 - 17.07.2022 10:45","48461","47604"
"17.07.2022 10:45 - 17.07.2022 11:00","49026","48083"
"17.07.2022 11:00 - 17.07.2022 11:15","49654","48584"
"17.07.2022 11:15 - 17.07.2022 11:30","50386","48872"
"17.07.2022 11:30 - 17.07.2022 11:45","50886","49242"
"17.07.2022 11:45 - 17.07.2022 12:00","50926","49390"
"17.07.2022 12:00 - 17.07.2022 12:15","50935","49163"
"17.07.2022 12:15 - 17.07.2022 12:30","50620","49000"
"17.07.2022 12:30 - 17.07.2022 12:45","50250","48691"
"17.07.2022 12:45 - 17.07.2022 13:00","49974","48618"
"17.07.2022 13:00 - 17.07.2022 13:15","49098","48170"
"17.07.2022 13:15 - 17.07.2022 13:30","48818","47826"
"17.07.2022 13:30 - 17.07.2022 13:45","48435","47322"
"17.07.2022 13:45 - 17.07.2022 14:00","48142","46953"
"17.07.2022 14:00 - 17.07.2022 14:15","47856","46711"
"17.07.2022 14:15 - 17.07.2022 14:30","47768","46406"
"17.07.2022 14:30 - 17.07.2022 14:45","47427","46058"
"17.07.2022 14:45 - 17.07.2022 15:00","47206","45889"
"17.07.2022 15:00 - 17.07.2022 15:15","47116","46047"
"17.07.2022 15:15 - 17.07.2022 15:30","46904","46016"
"17.07.2022 15:30 - 17.07.2022 15:45","46673","46065"
"17.07.2022 15:45 - 17.07.2022 16:00","46337","45732"
"17.07.2022 16:00 - 17.07.2022 16:15","46489","45863"
"17.07.2022 16:15 - 17.07.2022 16:30","46487","45911"
"17.07.2022 16:30 - 17.07.2022 16:45","46719","45743"
"17.07.2022 16:45 - 17.07.2022 17:00","46931","45886"
"17.07.2022 17:00 - 17.07.2022 17:15","47276","46286"
"17.07.2022 17:15 - 17.07.2022 17:30","47422","46100"
"17.07.2022 17:30 - 17.07.2022 17:45","47717","46301"
"17.07.2022 17:45 - 17.07.2022 18:00","47929","46670"
"17.07.2022 18:00 - 17.07.2022 18:15","48093","47607"
"17.07.2022 18:15 - 17.07.2022 18:30","48242","47298"
"17.07.2022 18:30 - 17.07.2022 18:45","48323","47259"
"17.07.2022 18:45 - 17.07.2022 19:00","48136","46921"
"17.07.2022 19:00 - 17.07.2022 19:15","48114","47094"
"17.07.2022 19:15 - 17.07.2022 19:30","47766","46830"
"17.07.2022 19:30 - 17.07.2022 19:45","47520","46474"
"17.07.2022 19:45 - 17.07.2022 20:00","47192","46155"
"17.07.2022 20:00 - 17.07.2022 20:15","46899","45846"
"17.07.2022 20:15 - 17.07.2022 20:30","46390","45647"
"17.07.2022 20:30 - 17.07.2022 20:45","45960","45494"
"17.07.2022 20:45 - 17.07.2022 21:00","45655","45008"
"17.07.2022 21:00 - 17.07.2022 21:15","45648","44837"
"17.07.2022 21:15 - 17.07.2022 21:30","45571","44809"
"17.07.2022 21:30 - 17.07.2022 21:45","45605","44949"
"17.07.2022 21:45 - 17.07.2022 22:00","45799","45448"
"17.07.2022 22:00 - 17.07.2022 22:15","46030","45776"
"17.07.2022 22:15 - 17.07.2022 22:30","45810","45292"
"17.07.2022 22:30 - 17.07.2022 22:45","45297","44619"
"17.07.2022 22:45 - 17.07.2022 23:00","44642","44015"
"17.07.2022 23:00 - 17.07.2022 23:15","44012","43314"
"17.07.2022 23:15 - 17.07.2022 23:30","43511","42576"
"17.07.2022 23:30 - 17.07.2022 23:45","42847","41685"
"17.07.2022 23:45 - 18.07.2022 00:00","42302","41037"
"18.07.2022 00:00 - 18.07.2022 00:15","42100","40715"
"18.07.2022 00:15 - 18.07.2022 00:30","41960","40450"
"18.07.2022 00:30 - 18.07.2022 00:45","41741","39921"
"18.07.2022 00:45 - 18.07.2022 01:00","41440","39764"
"18.07.2022 01:00 - 18.07.2022 01:15","41091","39681"
"18.07.2022 01:15 - 18.07.2022 01:30","40855","39457"
"18.07.2022 01:30 - 18.07.2022 01:45","40457","39146"
"18.07.2022 01:45 - 18.07.2022 02:00","40207","39010"
"18.07.2022 02:00 - 18.07.2022 02:15","39965","38837"
"18.07.2022 02:15 - 18.07.2022 02:30","39913","38447"
"18.07.2022 02:30 - 18.07.2022 02:45","39763","38288"
"18.07.2022 02:45 - 18.07.2022 03:00","39792","38210"
"18.07.2022 03:00 - 18.07.2022 03:15","39632","38334"
"18.07.2022 03:15 - 18.07.2022 03:30","39656","38580"
"18.07.2022 03:30 - 18.07.2022 03:45","39693","38678"
"18.07.2022 03:45 - 18.07.2022 04:00","39906","38897"
"18.07.2022 04:00 - 18.07.2022 04:15","40439","39307"
"18.07.2022 04:15 - 18.07.2022 04:30","40780","39554"
"18.07.2022 04:30 - 18.07.2022 04:45","41311","39931"
"18.07.2022 04:45 - 18.07.2022 05:00","41760","40356"
"18.07.2022 05:00 - 18.07.2022 05:15","42977","41374"
"18.07.2022 05:15 - 18.07.2022 05:30","43672","42082"
"18.07.2022 05:30 - 18.07.2022 05:45","44215","42902"
"18.07.2022 05:45 - 18.07.2022 06:00","45027","44150"
"18.07.2022 06:00 - 18.07.2022 06:15","46991","47223"
"18.07.2022 06:15 - 18.07.2022 06:30","49262","48770"
"18.07.2022 06:30 - 18.07.2022 06:45","50835","50230"
"18.07.2022 06:45 - 18.07.2022 07:00","52357","51457"
"18.07.2022 07:00 - 18.07.2022 07:15","53989","53169"
"18.07.2022 07:15 - 18.07.2022 07:30","55364","54468"
"18.07.2022 07:30 - 18.07.2022 07:45","56465","55687"
"18.07.2022 07:45 - 18.07.2022 08:00","57517","56563"
"18.07.2022 08:00 - 18.07.2022 08:15","58518","57586"
"18.07.2022 08:15 - 18.07.2022 08:30","59344","58425"
"18.07.2022 08:30 - 18.07.2022 08:45","60091","57003"
"18.07.2022 08:45 - 18.07.2022 09:00","60565","59760"
"18.07.2022 09:00 - 18.07.2022 09:15","60701","59882"
"18.07.2022 09:15 - 18.07.2022 09:30","61286","60205"
"18.07.2022 09:30 - 18.07.2022 09:45","61810","60490"
"18.07.2022 09:45 - 18.07.2022 10:00","62313","61019"
"18.07.2022 10:00 - 18.07.2022 10:15","62759","61021"
"18.07.2022 10:15 - 18.07.2022 10:30","63201","61643"
"18.07.2022 10:30 - 18.07.2022 10:45","63546","62083"
"18.07.2022 10:45 - 18.07.2022 11:00","63954","62243"
"18.07.2022 11:00 - 18.07.2022 11:15","64456","62841"
"18.07.2022 11:15 - 18.07.2022 11:30","64822","63181"
"18.07.2022 11:30 - 18.07.2022 11:45","65127","63597"
"18.07.2022 11:45 - 18.07.2022 12:00","65239","63644"
"18.07.2022 12:00 - 18.07.2022 12:15","64987","63464"
"18.07.2022 12:15 - 18.07.2022 12:30","65114","63394"
"18.07.2022 12:30 - 18.07.2022 12:45","65139","63554"
"18.07.2022 12:45 - 18.07.2022 13:00","65216","63759"
"18.07.2022 13:00 - 18.07.2022 13:15","65000","63461"
"18.07.2022 13:15 - 18.07.2022 13:30","64768","63445"
"18.07.2022 13:30 - 18.07.2022 13:45","64302","62728"
"18.07.2022 13:45 - 18.07.2022 14:00","63931","62290"
"18.07.2022 14:00 - 18.07.2022 14:15","63605","62259"
"18.07.2022 14:15 - 18.07.2022 14:30","63735","62248"
"18.07.2022 14:30 - 18.07.2022 14:45","63567","61975"
"18.07.2022 14:45 - 18.07.2022 15:00","63088","61430"
"18.07.2022 15:00 - 18.07.2022 15:15","62896","60972"
"18.07.2022 15:15 - 18.07.2022 15:30","62639","60394"
"18.07.2022 15:30 - 18.07.2022 15:45","62185","60251"
"18.07.2022 15:45 - 18.07.2022 16:00","61866","59905"
"18.07.2022 16:00 - 18.07.2022 16:15","61532","59526"
"18.07.2022 16:15 - 18.07.2022 16:30","60984","59179"
"18.07.2022 16:30 - 18.07.2022 16:45","60764","58622"
"18.07.2022 16:45 - 18.07.2022 17:00","60567","58367"
"18.07.2022 17:00 - 18.07.2022 17:15","60387","58768"
"18.07.2022 17:15 - 18.07.2022 17:30","60356","58860"
"18.07.2022 17:30 - 18.07.2022 17:45","60449","58942"
"18.07.2022 17:45 - 18.07.2022 18:00","60540","58774"
"18.07.2022 18:00 - 18.07.2022 18:15","60035","58398"
"18.07.2022 18:15 - 18.07.2022 18:30","59729","58022"
"18.07.2022 18:30 - 18.07.2022 18:45","59700","57935"
"18.07.2022 18:45 - 18.07.2022 19:00","59383","57909"
"18.07.2022 19:00 - 18.07.2022 19:15","59305","57923"
"18.07.2022 19:15 - 18.07.2022 19:30","58771","57469"
"18.07.2022 19:30 - 18.07.2022 19:45","58419","56894"
"18.07.2022 19:45 - 18.07.2022 20:00","58008","56627"
"18.07.2022 20:00 - 18.07.2022 20:15","57315","56273"
"18.07.2022 20:15 - 18.07.2022 20:30","56539","55405"
"18.07.2022 20:30 - 18.07.2022 20:45","55882","54996"
"18.07.2022 20:45 - 18.07.2022 21:00","55340","54351"
"18.07.2022 21:00 - 18.07.2022 21:15","54872","53862"
"18.07.2022 21:15 - 18.07.2022 21:30","54672","53208"
"18.07.2022 21:30 - 18.07.2022 21:45","54128","52815"
"18.07.2022 21:45 - 18.07.2022 22:00","53525","52272"
"18.07.2022 22:00 - 18.07.2022 22:15","52836","51845"
"18.07.2022 22:15 - 18.07.2022 22:30","52098","51136"
"18.07.2022 22:30 - 18.07.2022 22:45","51173","50293"
"18.07.2022 22:45 - 18.07.2022 23:00","50106","49344"
"18.07.2022 23:00 - 18.07.2022 23:15","49338","48318"
"18.07.2022 23:15 - 18.07.2022 23:30","48684","47520"
"18.07.2022 23:30 - 18.07.2022 23:45","47768","46705"
"18.07.2022 23:45 - 19.07.2022 00:00","47157","46059"
"19.07.2022 00:00 - 19.07.2022 00:15","46382","45421"
"19.07.2022 00:15 - 19.07.2022 00:30","46199","44953"
"19.07.2022 00:30 - 19.07.2022 00:45","45783","44534"
"19.07.2022 00:45 - 19.07.2022 01:00","45356","43955"
"19.07.2022 01:00 - 19.07.2022 01:15","44895","43331"
"19.07.2022 01:15 - 19.07.2022 01:30","44525","42938"
"19.07.2022 01:30 - 19.07.2022 01:45","44229","42734"
"19.07.2022 01:45 - 19.07.2022 02:00","44044","42573"
"19.07.2022 02:00 - 19.07.2022 02:15","43706","42460"
"19.07.2022 02:15 - 19.07.2022 02:30","43597","42190"
"19.07.2022 02:30 - 19.07.2022 02:45","43300","42200"
"19.07.2022 02:45 - 19.07.2022 03:00","43324","42184"
"19.07.2022 03:00 - 19.07.2022 03:15","43281","42067"
"19.07.2022 03:15 - 19.07.2022 03:30","43352","41848"
"19.07.2022 03:30 - 19.07.2022 03:45","43410","42034"
"19.07.2022 03:45 - 19.07.2022 04:00","43468","42054"
"19.07.2022 04:00 - 19.07.2022 04:15","43829","42589"
"19.07.2022 04:15 - 19.07.2022 04:30","44011","42677"
"19.07.2022 04:30 - 19.07.2022 04:45","44540","43083"
"19.07.2022 04:45 - 19.07.2022 05:00","44944","43486"
"19.07.2022 05:00 - 19.07.2022 05:15","45889","44206"
"19.07.2022 05:15 - 19.07.2022 05:30","46737","44605"
"19.07.2022 05:30 - 19.07.2022 05:45","46890","45355"
"19.07.2022 05:45 - 19.07.2022 06:00","47480","46610"
"19.07.2022 06:00 - 19.07.2022 06:15","49121","49127"
"19.07.2022 06:15 - 19.07.2022 06:30","51184","50911"
"19.07.2022 06:30 - 19.07.2022 06:45","52739","52335"
"19.07.2022 06:45 - 19.07.2022 07:00","54228","53572"
"19.07.2022 07:00 - 19.07.2022 07:15","55762","55001"
"19.07.2022 07:15 - 19.07.2022 07:30","56719","56121"
"19.07.2022 07:30 - 19.07.2022 07:45","57831","57354"
"19.07.2022 07:45 - 19.07.2022 08:00","58963","58684"
"19.07.2022 08:00 - 19.07.2022 08:15","59873","59721"
"19.07.2022 08:15 - 19.07.2022 08:30","60667","60325"
"19.07.2022 08:30 - 19.07.2022 08:45","61382","60833"
"19.07.2022 08:45 - 19.07.2022 09:00","61918","61385"
"19.07.2022 09:00 - 19.07.2022 09:15","62097","61412"
"19.07.2022 09:15 - 19.07.2022 09:30","62662","61715"
"19.07.2022 09:30 - 19.07.2022 09:45","63236","62277"
"19.07.2022 09:45 - 19.07.2022 10:00","63882","62620"
"19.07.2022 10:00 - 19.07.2022 10:15","64322","63007"
"19.07.2022 10:15 - 19.07.2022 10:30","64794","63207"
"19.07.2022 10:30 - 19.07.2022 10:45","65021","63684"
"19.07.2022 10:45 - 19.07.2022 11:00","65413","64088"
"19.07.2022 11:00 - 19.07.2022 11:15","65889","64984"
"19.07.2022 11:15 - 19.07.2022 11:30","66227","65353"
"19.07.2022 11:30 - 19.07.2022 11:45","66583","65970"
"19.07.2022 11:45 - 19.07.2022 12:00","66738","65910"
"19.07.2022 12:00 - 19.07.2022 12:15","66403","65763"
"19.07.2022 12:15 - 19.07.2022 12:30","66306","65435"
"19.07.2022 12:30 - 19.07.2022 12:45","66448","65449"
"19.07.2022 12:45 - 19.07.2022 13:00","66518","65406"
"19.07.2022 13:00 - 19.07.2022 13:15","66343","65609"
"19.07.2022 13:15 - 19.07.2022 13:30","65967","64998"
"19.07.2022 13:30 - 19.07.2022 13:45","65403","64707"
"19.07.2022 13:45 - 19.07.2022 14:00","64922","63976"
"19.07.2022 14:00 - 19.07.2022 14:15","64576","63905"
"19.07.2022 14:15 - 19.07.2022 14:30","64794","63811"
"19.07.2022 14:30 - 19.07.2022 14:45","64651","63387"
"19.07.2022 14:45 - 19.07.2022 15:00","64256","63177"
"19.07.2022 15:00 - 19.07.2022 15:15","63984","62841"
"19.07.2022 15:15 - 19.07.2022 15:30","63709","62533"
"19.07.2022 15:30 - 19.07.2022 15:45","63208","61858"
"19.07.2022 15:45 - 19.07.2022 16:00","62960","61436"
"19.07.2022 16:00 - 19.07.2022 16:15","62508","60808"
"19.07.2022 16:15 - 19.07.2022 16:30","62093","60567"
"19.07.2022 16:30 - 19.07.2022 16:45","61781","60032"
"19.07.2022 16:45 - 19.07.2022 17:00","61479","59854"
"19.07.2022 17:00 - 19.07.2022 17:15","61244","59854"
"19.07.2022 17:15 - 19.07.2022 17:30","61250","59990"
"19.07.2022 17:30 - 19.07.2022 17:45","61276","59516"
"19.07.2022 17:45 - 19.07.2022 18:00","61387","59544"
"19.07.2022 18:00 - 19.07.2022 18:15","60827","59295"
"19.07.2022 18:15 - 19.07.2022 18:30","60573","58801"
"19.07.2022 18:30 - 19.07.2022 18:45","60474","58914"
"19.07.2022 18:45 - 19.07.2022 19:00","60270","58891"
"19.07.2022 19:00 - 19.07.2022 19:15","60072","58701"
"19.07.2022 19:15 - 19.07.2022 19:30","59400","58253"
"19.07.2022 19:30 - 19.07.2022 19:45","59085","57975"
"19.07.2022 19:45 - 19.07.2022 20:00","58614","57712"
"19.07.2022 20:00 - 19.07.2022 20:15","57835","57200"
"19.07.2022 20:15 - 19.07.2022 20:30","57171","56959"
"19.07.2022 20:30 - 19.07.2022 20:45","56688","56540"
"19.07.2022 20:45 - 19.07.2022 21:00","56030","56253"
"19.07.2022 21:00 - 19.07.2022 21:15","55576","55692"
"19.07.2022 21:15 - 19.07.2022 21:30","55484","55149"
"19.07.2022 21:30 - 19.07.2022 21:45","54945","55051"
"19.07.2022 21:45 - 19.07.2022 22:00","54219","54845"
"19.07.2022 22:00 - 19.07.2022 22:15","53535","54769"
"19.07.2022 22:15 - 19.07.2022 22:30","52771","54259"
"19.07.2022 22:30 - 19.07.2022 22:45","51878","53559"
"19.07.2022 22:45 - 19.07.2022 23:00","50860","52522"
"19.07.2022 23:00 - 19.07.2022 23:15","50030","51647"
"19.07.2022 23:15 - 19.07.2022 23:30","49322","51304"
"19.07.2022 23:30 - 19.07.2022 23:45","48424","50566"
"19.07.2022 23:45 - 20.07.2022 00:00","47667","49864"
"20.07.2022 00:00 - 20.07.2022 00:15","48517","49638"
"20.07.2022 00:15 - 20.07.2022 00:30","48237","49281"
"20.07.2022 00:30 - 20.07.2022 00:45","47849","48783"
"20.07.2022 00:45 - 20.07.2022 01:00","47326","48254"
"20.07.2022 01:00 - 20.07.2022 01:15","46839","47370"
"20.07.2022 01:15 - 20.07.2022 01:30","46527","46899"
"20.07.2022 01:30 - 20.07.2022 01:45","46264","46613"
"20.07.2022 01:45 - 20.07.2022 02:00","46010","46334"
"20.07.2022 02:00 - 20.07.2022 02:15","45869","46003"
"20.07.2022 02:15 - 20.07.2022 02:30","45635","45878"
"20.07.2022 02:30 - 20.07.2022 02:45","45579","45823"
"20.07.2022 02:45 - 20.07.2022 03:00","45423","45920"
"20.07.2022 03:00 - 20.07.2022 03:15","45554","45561"
"20.07.2022 03:15 - 20.07.2022 03:30","45519","45480"
"20.07.2022 03:30 - 20.07.2022 03:45","45510","45584"
"20.07.2022 03:45 - 20.07.2022 04:00","45475","45625"
"20.07.2022 04:00 - 20.07.2022 04:15","45626","45912"
"20.07.2022 04:15 - 20.07.2022 04:30","45757","46081"
"20.07.2022 04:30 - 20.07.2022 04:45","46213","46455"
"20.07.2022 04:45 - 20.07.2022 05:00","46728","46895"
"20.07.2022 05:00 - 20.07.2022 05:15","47706","47315"
"20.07.2022 05:15 - 20.07.2022 05:30","48361","47735"
"20.07.2022 05:30 - 20.07.2022 05:45","48531","48451"
"20.07.2022 05:45 - 20.07.2022 06:00","49164","49398"
"20.07.2022 06:00 - 20.07.2022 06:15","50910","51985"
"20.07.2022 06:15 - 20.07.2022 06:30","52938","53660"
"20.07.2022 06:30 - 20.07.2022 06:45","54405","55108"
"20.07.2022 06:45 - 20.07.2022 07:00","55629","56213"
"20.07.2022 07:00 - 20.07.2022 07:15","57144","57772"
"20.07.2022 07:15 - 20.07.2022 07:30","57954","58863"
"20.07.2022 07:30 - 20.07.2022 07:45","59194","59943"
"20.07.2022 07:45 - 20.07.2022 08:00","60187","60831"
"20.07.2022 08:00 - 20.07.2022 08:15","61255","61967"
"20.07.2022 08:15 - 20.07.2022 08:30","62166","62648"
"20.07.2022 08:30 - 20.07.2022 08:45","63124","63193"
"20.07.2022 08:45 - 20.07.2022 09:00","63839","63458"
"20.07.2022 09:00 - 20.07.2022 09:15","64132","63493"
"20.07.2022 09:15 - 20.07.2022 09:30","64921","64201"
